,nombre_artista,bio,listeners,playcount,similar
416,Gulzar Alam,"Born October 14, 1954, at Charsadda, Gulzar Alam, is a Pashto singer with a fan base from Afghanistan to Pakistan and among Pashtoons around the world.

Life and career
Gulzar Alam left singing when the fundamentalists Muttahida Majlis-e-Amal came into government in North-West Frontier Province they banned cultural activities and started beating singers and artists.

In January 2003 Gulzar was arrested while performing at a private wedding, he was accused of drinking alcohol and rowdy behaviour but was later released <a href=""https://www.last.fm/music/Gulzar+Alam"">Read more on Last.fm</a>",91,472,"['Sardar Ali Takkar', 'Hamayoon Khan', 'Zeek Afridi', 'Hamayoun Angar', 'Nazia Iqbal']"
417,Tuntun Yadav," <a href=""https://www.last.fm/music/Tuntun+Yadav"">Read more on Last.fm</a>",526,3081,"['Rakesh Mishra', 'Samar Singh', 'Pramod Premi Yadav', 'Ankush Raja', 'Shilpi Raj']"
418,Kartar Ramla," <a href=""https://www.last.fm/music/Kartar+Ramla"">Read more on Last.fm</a>",385,1839,"['K. Deep', 'Muhammad Sadiq', 'Didar Sandhu', 'Amar Singh Chamkila', 'Kulwinder Dhillon']"
419,Los Ajenos," <a href=""https://www.last.fm/music/Los+Ajenos"">Read more on Last.fm</a>",3234,26245,"['Percance', 'Gonín', 'República Fortuna', 'Luisga & Los Ajenos', 'La Kuarta']"
420,Mangal Singh," <a href=""https://www.last.fm/music/Mangal+Singh"">Read more on Last.fm</a>",1403,4503,"['Pammi', 'Shava Shava', 'Sardara Gill', 'Premi', 'Poornima']"
421,Timeless,"There are at least six bands/artists called Timeless:

1. A rapper from Germany, most listened from these artists.

2. Timeless also known as ""Sizta Kaye"", a Bahamian gospel music singer and producer.

3. pop punk band from Weymouth, MA.

4. Progressive Metal band from Lisbon, Portugal.

5. polish jazz quintet: Łukasz Korybalski (tr, flh), Jacek Namysłowski (tb), Marek Piotrowski (p), Wojciech Traczyk (b), and Marcin Ulanowski (dr). Their only release so far is the album ""Total Time"" (2004, Polskie Radio Katowice). <a href=""https://www.last.fm/music/Timeless"">Read more on Last.fm</a>",22759,223325,"['Liquit Walker', 'Bizzy Montana', 'RAF 3.0', 'Cr7z', 'Baba Saad']"
422,Orgânico," <a href=""https://www.last.fm/music/Org%C3%A2nico"">Read more on Last.fm</a>",142015,1928573,"['Hodari', 'Pineapple StormTV', 'A Banca Records', 'Altamira', 'Xamã']"
423,Yoro,"YORO born as Mitsui Ryo (三井瞭) on July 15th, 1997 is a Japanese vocalist and rapper who made his solo debut on October 27th, 2023 with his first single 'OKYORO'.
 
He used to be member of the boygroup NIK from 2021-2023  that was the winner group of the Japanese survival show G-EGG who was held in 2020. Before that he also had participated on the first season of the survival show Produce 101 Japan in 2019. <a href=""https://www.last.fm/music/yoro"">Read more on Last.fm</a>",312,2668,"['Atomic Rose', 'Calle Palermo', 'Tux Lunan', 'Nelson Padilla', 'Diablos Negros']"
424,Ray Stevens,"(For the actor and singer with The Village People, see Ray Stephens.)

Ray Stevens (born Harold Ray Ragsdale, 24th January 1939) is an American country and pop singer-songwriter, best known for a series of irreverent, quirky singles such as ""Mississippi Squirrel Revival"" and ""The Streak"". His recording career began with two singles released on Prep Records, followed by a short stint with Capitol Records. Both contracts were made with the help of Atlanta, Georgia music maven Bill Lowery. <a href=""https://www.last.fm/music/Ray+Stevens"">Read more on Last.fm</a>",91851,541602,"['Debby Boone', 'Donna Fargo', 'Lynn Anderson', 'Mac Davis', 'The Oak Ridge Boys']"
425,Ramkesh Jiwanpurwala," <a href=""https://www.last.fm/music/Ramkesh+Jiwanpurwala"">Read more on Last.fm</a>",38,148,"['Khasa Aala Chahar', 'Masoom Sharma', 'Bintu Pabra', 'Billa Sonipat Ala', 'Ndee Kundu']"
426,Anna Surwade," <a href=""https://www.last.fm/music/Anna+Surwade"">Read more on Last.fm</a>",17,61,"['Bhaiya More', 'Prashant Desale', 'Hiten Shivde', 'Vinod Kumavat', 'Jagdish Sandhanshiv']"
427,Yen Rustam," <a href=""https://www.last.fm/music/Yen+Rustam"">Read more on Last.fm</a>",133,2459,"['Misramolai', 'Ratu Sikumbang', 'Zalmon', 'Boy Shandy', 'rayola']"
428,Mekhla Dasgupta," <a href=""https://www.last.fm/music/Mekhla+Dasgupta"">Read more on Last.fm</a>",1190,9919,"['lagnajita chakraborty', 'Mahtim Shakib', 'Somlata Acharyya Chowdhury', 'Iman Chakraborty', 'Surangana Bandyopadhyay']"
429,Manos De Topo,"Manos de Topo is an Indie Pop Spanish band formed by Miguel Ángel Blanca (guitar), Alejandro Marzoa (xylophone) , Pau Juliá (bass) and Rafa de los Arcos (drums). Their songs, characterized by their lead singer's unique voice, speak mainly about love, in a whimsical, ironic and melancholic manner. <a href=""https://www.last.fm/music/Manos+De+Topo"">Read more on Last.fm</a>",39443,861193,"['Francisco Nixon', 'La Costa Brava', 'Tachenko', 'El Niño Gusano', 'El Chico Con La Espina En El Costado']"
430,Javier Ojeda," <a href=""https://www.last.fm/music/Javier+Ojeda"">Read more on Last.fm</a>",1305,6269,"['La Dama Se Esconde', 'Cabaret Pop', 'Pistones', 'Los Sencillos', 'Esclarecidos']"
431,Parade,"There are no fewer than eleven different artists with this name:

(1) A pop girlgroup from UK
(2) A pop band from Athens, GA
(3) Singer/songwriter Tobias Volker from Erfurt, Germany, 
(4) A Broadway musical
(5) A Japanese Band
(6) The project of a Spanish musician, Antonio Galvañ.
(7) A Band from Manchester, UK
(8) Experimental pop deconstructionists from Toronto, Canada
(9) The original name of the rock band from York, UK formed by Chris Johnson, now called Halo Blind <a href=""https://www.last.fm/music/Parade"">Read more on Last.fm</a>",40582,498531,"[""Girls Can't Catch"", 'SoundGirl', 'Wonderland', 'Belle Amie', 'Misha B']"
432,Daniel Zueras,"Daniel Zueras is a Spanish pop singer.

Born in Zaragoza on November 13, 1980, he started to show his interest in music as a child. Son of a commercial agent and a cook, he studied music theory and piano. He loves running but, above all, singing. Before entering Operación Triunfo he worked as a waiter in the weekends at a theater of the Aragonese capital, but has always wished to devote himself to music. One of his idols is Mariah Carey. His big opportunity arrived in 2006 with the TV singing contest Operación Triunfo. <a href=""https://www.last.fm/music/Daniel+Zueras"">Read more on Last.fm</a>",1723,13018,"['Jose Galisteo', 'José Galisteo', 'Sergio Rivero', 'Ainhoa', 'Soraya Arnelas']"
433,Miqui Puig,"Miembro del jurado de la versión española del famoso programa Factor X. Se encarga del apartado de los grupos vocales.

Miqui Puig es lo que se dice un todo terreno del espectáculo. Es fundador y cantante del grupo Los Sencillos -que arrasó en las listas de ventas en los 90-, Dj reconocido en Festivales tan importantes como el Sonar o el Primavera Sound, colaborador desde los 80 en programas de radio y televisión, actor ocasional en cortometrajes y series <a href=""https://www.last.fm/music/Miqui+Puig"">Read more on Last.fm</a>",10812,100839,"['Travolta', 'Me Enveneno De Azules', 'Mirafiori', 'Tarik y la Fábrica de Colores', 'Clovis']"
434,Celia Gamez,"Incorrect name of the artist.
Correct: Celia Gámez <a href=""https://www.last.fm/music/+noredirect/Celia+Gamez"">Read more on Last.fm</a>",708,5590,[]
435,Luisa Linares y Los Galindos," <a href=""https://www.last.fm/music/Luisa+Linares+Y+Los+Galindos"">Read more on Last.fm</a>",364,1315,"['Pasodobles de España', 'Los Llopis', 'Jorge Sepúlveda', 'Tomás Ríos', 'Joaquín Romero']"
436,Kanth Kaler,"Kaler Kanth is a Punjabi singer, who is famous for singing sad songs. He belongs to Nakodar, Jalandhar district. His hit songs include Hun Teri Nigah Badal Gai, Dass Asi Kehra Tere Bina Mar Challea, Udikan, and Teri Yaad Sajna.

His original name being Harvinder Kaler, he changed his name after being advice by his spiritual Guru Baba Murad Shah to place the Kanth (voice) before all. He recorded his first album Hun teri nigah badal gayi with the help of famous lyricist Madan Jalandhari, who was really impressed by his voice[1]. <a href=""https://www.last.fm/music/Kanth+Kaler"">Read more on Last.fm</a>",646,4845,"['Nachhatar Gill', 'Raj Brar', 'Babbu Maan', 'Inderjit Nikku', 'K.S. Makhan']"
437,Alok,"Alok Achkar Peres Petrillo (born August 26, 1991) is a Brazilian musician, DJ and record producer. He is known for his single ""Hear Me Now"". In 2021, Alok was ranked the 4th best DJ in the world by DJ Mag, being the highest position occupied by a Brazilian.

Alok has become one of the most prominent icons in the Brazilian electronic scene, with honors and awards, such as ""Best DJ in Brazil"" by House Mag in 2014 and 2015, and being the only Brazilian in the top 25 in the world the following year by DJ Mag magazine. <a href=""https://www.last.fm/music/Alok"">Read more on Last.fm</a>",1067939,22019305,"['Cat Dealers', 'dubdogz', 'Vintage Culture', 'Bruno Martini', 'Meduza']"
438,Maurício Pereira,"Maurício Pereira (São Paulo, 8 de novembro de 1959) é um compositor, letrista, cantor e saxofonista brasileiro.[1] Ao longo de sua carreira, gravou um total de oito discos, sendo dois com Os Mulheres Negras e seis solo, consagrando-se como um dos ícones da música independente brasileira. 
Em 1985 criou, juntamente com o músico André Abujamra, a banda Os Mulheres Negras com a qual lançou dois discos: Música e Ciência, em 1988, e Música Serve pra Isso, em 1990, ambos pela gravadora Warner e produzidos por Pena Schmidt. <a href=""https://www.last.fm/music/Maur%C3%ADcio+Pereira"">Read more on Last.fm</a>",22408,334444,"['Teresa Cristina', 'Marcelo Jeneci', 'Sérgio Sampaio', 'Itamar Assumpção', 'Mundo Livre S/A']"
439,Poncho," <a href=""https://www.last.fm/music/Poncho"">Read more on Last.fm</a>",30768,240275,"['Maxi Trusso', 'Ella es Tan Cargosa', 'La Joven Guardia', 'Agapornis', 'Banda Original Columbia']"
440,Anima,"There are multiple artists with this name:

1) Anima were an experimental band from Germany who operated during the early 70's. Part of the Krautrock movement, Anima (also called Anima Sound) were the duo of Limpe and Paul Fuchs, an avant-garde husband and wife team. the music they produced was very free, with hints of twisted folk and free jazz elements in a very loose 'rock' format. Their highlight is arguably the 'Stürmischer Himmel' album that came out on Ohr. <a href=""https://www.last.fm/music/Anima"">Read more on Last.fm</a>",80649,694346,"['Through the Eyes of the Dead', 'Whitechapel', '500', 'quit life', 'Dj Lostboi']"
441,Kátya Teixeira,"Kátya Teixeira is a Brazilian musician who researches and blends the traditional regional music of Brazil. Her mentors were Doroty Marques and Dércio Marques. Her music often uses spoken word recordings of elder residents of rural Brazil and Brazilian poetry, field recordings of traditional dances and commemorations, her own singing and playing and also musical elements of other cultures. 
Her first album, Katxerê, was released in 1997 and was the result of her research of the sertanejo musical genre of inner Brazil <a href=""https://www.last.fm/music/K%C3%A1tya+Teixeira"">Read more on Last.fm</a>",694,5283,"['Carioca', 'Isaar', 'Quartabê', 'Déa Trancoso', 'Luiz Salgado']"
442,El Caballero Gaucho,"Luis Ángel Ramírez Saldarriaga AKA El Caballero Gaucho was born in 1917 in Pereira, a city located in the middle of the Colombian Andes.

He is, alongside Oscar Agudelo, Olimpo Cárdenas and Tito Cortés, one of the most representative interpreters of early Colombian tango and milonga. He is also considered a pioneer of the despecho genre.

One of his biggest influences was the Argentinean singer Ignacio Corsini, AKA El Caballero Cantor. During his 60-year-long career he has composed and recorded over 2 <a href=""https://www.last.fm/music/El+Caballero+Gaucho"">Read more on Last.fm</a>",3936,28568,"['Los Relicarios', 'Oscar Agudelo', 'Luis Alberto Posada', 'Olimpo Cardenas', 'Darío Gómez']"
443,Ramesh Muzalda," <a href=""https://www.last.fm/music/Ramesh+Muzalda"">Read more on Last.fm</a>",15,21,[]
444,Ranamit Sarma," <a href=""https://www.last.fm/music/Ranamit+Sarma"">Read more on Last.fm</a>",64,101,"[""It's DPK"", 'Lofiwaala', 'KSW', 'Shivoryx', 'Silent Ocean']"
445,Francisco Petrônio,"Francisco Petrônio (born as Francisco Petrone - Nov 8, 1923 — Jan 19, 2007 - São Paulo) was a brazilian singer. He was very famous during the decade of 1960 with the song ""Baile da Saudade"" (something like ""Ball of the Homesickness"") and if it became a kind of king of the balls, function this that it possesss until his death. That song was a best-seller at the time, and the singer rewrote in rhythms and varied languages to it, with prominence for the version in Italian. <a href=""https://www.last.fm/music/+noredirect/Francisco+Petr%C3%B4nio"">Read more on Last.fm</a>",2044,11715,"['Dilermando Reis', 'Carlos Jose', 'Sílvio Caldas', 'Luiz Vieira', 'Vicente Celestino']"
446,Agnaldo Rayol,"Agnaldo Coniglio Rayol (Niterói, May 3, 1938) is a  brazilian singer and actor. Owner of a fabulous voice and perfect refining, singer of romantic and italian songs.
The height of its career happens in the decade of 60, with proper programs in the TV Record, between them Agnaldo Rayol Show and Corte-Rayol Show, to the side of the humorista Renato Corte-Real, a success without precedents. It was one of the attractions of the edition of estréia of the program Jovem Guarda. Make success as actor of cinema and soap-operas too. <a href=""https://www.last.fm/music/Agnaldo+Rayol"">Read more on Last.fm</a>",7355,36298,"['Wanderley Cardoso', 'Nilton Cesar', 'Trio Irakitan', 'Elymar Santos', 'Silvinho']"
447,MULAMBA,"Mulamba representa um grito de vozes silenciadas. Desconstrução e letras impactantes marcam o trabalho da banda curitibana, que traduz suas mensagens por meio de uma linguagem poética e performances potentes. O sexteto, que ficou conhecido por músicas como “P.U.T.A” e “Mulamba”, aborda temas contundentes e reforça o protagonismo feminino na música nacional. Mulamba é composta por Amanda Pacífico (voz), Cacau de Sá (voz), Caro Pisco (bateria) <a href=""https://www.last.fm/music/Mulamba"">Read more on Last.fm</a>",33117,336732,"['Lamparina', 'Mariana Froes', 'Majur', 'Zeca Baleiro', 'Alessandra Leão']"
448,Prahlad Mehra," <a href=""https://www.last.fm/music/Prahlad+Mehra"">Read more on Last.fm</a>",80,317,"['Pappu Karki', 'Rohit Chauhan', 'Darshan Farswan', 'Anil Rawat', 'Jitendra Tomkyal']"
449,Stanzin Norgais," <a href=""https://www.last.fm/music/Stanzin+Norgais"">Read more on Last.fm</a>",19,65,"['Faisal Ashoor', 'Shallum Lama']"
450,Ratu Sikumbang," <a href=""https://www.last.fm/music/Ratu+Sikumbang"">Read more on Last.fm</a>",448,8577,"['Ria Amelia', 'Elly Kasim', 'Betharia Sonata', 'Dian Piesesha', 'Juan Reza']"
451,Zuben Garg," <a href=""https://www.last.fm/music/Zuben+Garg"">Read more on Last.fm</a>",59,246,"['Deeplina Deka', 'Prabin Borah', 'Bishrut Saikia', 'Neel Akash', 'Shankuraj Konwar']"
452,Jalal Khan Lava," <a href=""https://www.last.fm/music/Jalal+Khan+Lava"">Read more on Last.fm</a>",11,33,[]
453,Joe Garrido," <a href=""https://www.last.fm/music/Joe+Garrido"">Read more on Last.fm</a>",216,2135,"['The John Dank Show', ""Håle'"", 'Pacific Cool', 'JD Crutch', 'J.J. Concepcion']"
454,Rahul Singer Mewati," <a href=""https://www.last.fm/music/Rahul+Singer+Mewati"">Read more on Last.fm</a>",9,25,[]
455,Dnyaneshwar Meshram," <a href=""https://www.last.fm/music/Dnyaneshwar+Meshram"">Read more on Last.fm</a>",545,3414,"['Shahir Sable', 'Adarsh Shinde', 'Swapnil Bandodkar', 'Ajay', 'Avadhoot Gupte']"
456,Titu Rayjada," <a href=""https://www.last.fm/music/Titu+Rayjada"">Read more on Last.fm</a>",24,56,"['Suresh Sharma', 'Suketi Naati King Pal Singh', 'Vicky Rajta', 'Nati King Kuldeep Sharma', 'Tyson Sidhu']"
457,Kirtidan Gadhvi," <a href=""https://www.last.fm/music/Kirtidan+Gadhvi"">Read more on Last.fm</a>",2214,16420,"['Jigardan Gadhavi', 'Kirtidan Ghadhavi', 'Umesh Barot', 'Aditya Gadhvi', 'Rajesh Ahir']"
458,Rohit Sardhana," <a href=""https://www.last.fm/music/Rohit+Sardhana"">Read more on Last.fm</a>",336,2750,"['Amanraj Gill', 'Masoom Sharma', 'Sumit Parta', 'Amit Saini Rohtakiya', 'Manisha Sharma']"
459,Raju Singh Koda," <a href=""https://www.last.fm/music/Raju+Singh+Koda"">Read more on Last.fm</a>",5,7,[]
460,Sanju Solanki," <a href=""https://www.last.fm/music/Sanju+Solanki"">Read more on Last.fm</a>",12,16,[]
461,Pahariworld Records," <a href=""https://www.last.fm/music/Pahariworld+Records"">Read more on Last.fm</a>",11,62,[]
462,Jyoti Sahu," <a href=""https://www.last.fm/music/Jyoti+Sahu"">Read more on Last.fm</a>",52,397,"['Biswajeet Sarkar', 'Pawan', 'Nitesh Kachhap', 'Ignesh Kumar', 'ZdL']"
463,Priest Music," <a href=""https://www.last.fm/music/Priest+Music"">Read more on Last.fm</a>",40,102,"['antililly', 'Dephlow', 'Tiff The Gift']"
464,Anyqu," <a href=""https://www.last.fm/music/Anyqu"">Read more on Last.fm</a>",25,35,['Fauzana']
465,Ka Lia Universe,"There’s an old saying that goes, “Shoot for the moon. Even if you miss you’ll land among stars.” But why settle for stars when you can have your own Universe? That’s the question St. Paul singer, rapper & songwriter  must have asked herself before she started tearing up speakers & stages across the US.   Born the daughter of Laotian Hmong immigrants, Ka Lia would first discover her love for music participating in the school choir & jamming  &  records in her free time. <a href=""https://www.last.fm/music/Ka+Lia+Universe"">Read more on Last.fm</a>",1832,12184,"['Zamio P', 'Chenning Xiong', 'David Yang', 'SonsOfNotown', 'Zong Pha Xiong']"
466,Jaui," <a href=""https://www.last.fm/music/Jaui"">Read more on Last.fm</a>",200,6626,"['Rpa Ralte', 'Sangtei Khuptong', 'Lalrindiki Khiangte Daduhi', 'Hlimhlimi', 'Jt. Production']"
467,Timli Adivasi," <a href=""https://www.last.fm/music/Timli+Adivasi"">Read more on Last.fm</a>",4,4,[]
468,Parmod Premi Yadav," <a href=""https://www.last.fm/music/Parmod+Premi+Yadav"">Read more on Last.fm</a>",37,72,"['Gunjan Singh', 'Shilpi Raj', 'Khesari Lal Yadav', 'Neelkamal Singh', 'Samar Singh']"
469,Amelinha,"Amélia Cláudia Garcia Collares, mais conhecida como Amelinha (Fortaleza, 21 de julho de 1950), é uma cantora e compositora brasileira.

Carreira

Amelinha iniciou sua carreira na década de 1970, ao lado de outros cantores cearenses como Fagner, Belchior e Ednardo. O grupo ficou conhecido no meio artístico como ""Pessoal do Ceará""[1]. Partiu de sua terra natal, no ano de 1970, para cursar comunicação na cidade de São Paulo. Cantando inicialmente como amadora, Amelinha participou de shows do cearense Fagner, de quem é amiga. <a href=""https://www.last.fm/music/Amelinha"">Read more on Last.fm</a>",45062,484062,"['Fagner', 'Ednardo', 'Elba Ramalho', 'Geraldo Azevedo', 'Cátia de França']"
